LATITUDE,LONGITUDE,probability
48.9053407057,2.2715463207,5.8920206e-05
48.9102345963,2.2715463207,2.3593258e-05
48.9151284869,2.2715463207,1.4280304e-06
48.9200223775,2.2715463207,4.4285757e-06
48.9249162681,2.2715463207,-1.2114648e-05
48.9298101587,2.2715463207,-2.0417841e-05
48.9347040493,2.2715463207,-2.586832e-05
48.9395979399,2.2715463207,-2.586832e-05
48.9444918305,2.2715463207,-2.9374007e-05
48.9493857211,2.2715463207,-2.925431e-05
48.9542796117,2.2715463207,-3.720993e-05
48.9591735023,2.2715463207,-3.720993e-05
48.9640673929,2.2715463207,-3.720993e-05
48.9689612835,2.2715463207,-3.720993e-05
48.9738551741,2.2715463207,-3.720993e-05
48.9787490647,2.2715463207,-3.720993e-05
48.7389484253,2.2764402113,-6.49441e-05
48.7438423159,2.2764402113,-6.49441e-05
48.7487362065,2.2764402113,-6.49441e-05
48.7536300971,2.2764402113,-6.49441e-05
48.7585239877,2.2764402113,-6.49441e-05
48.7634178783,2.2764402113,-6.49441e-05
48.7683117689,2.2764402113,-5.5917702e-05
48.7732056595,2.2764402113,-5.833637e-05
48.7780995501,2.2764402113,-6.132383e-05
48.7829934407,2.2764402113,-6.0229144e-05
48.7878873313,2.2764402113,-5.5833316e-05
48.7927812219,2.2764402113,-4.5195495e-05
48.7976751125,2.2764402113,-3.835282e-05
48.8025690031,2.2764402113,-5.2971936e-05
48.8074628937,2.2764402113,-4.72861e-05
48.8123567843,2.2764402113,-0.00020665026
48.8172506749,2.2764402113,-0.00046116958
48.8221445655,2.2764402113,-0.0003622967
48.8270384561,2.2764402113,-5.2252406e-05
48.8319323467,2.2764402113,7.637288e-05
48.8368262373,2.2764402113,5.0758495e-05
48.8417201279,2.2764402113,0.00027404702
48.8466140185,2.2764402113,0.0002640286
48.8515079091,2.2764402113,0.00044930752
48.8564017997,2.2764402113,0.00041299083
48.8612956903,2.2764402113,0.00038221982
48.8661895809,2.2764402113,0.00035892078
48.8710834715,2.2764402113,0.0005736822
48.8759773621,2.2764402113,0.0006847546
48.8808712527,2.2764402113,0.00046866544
